cobertura,OBJECTID_1,ID,IDH,layer,b2,b3,b4,b5,b6,b7,b8,b9,system:index,b1
primario,396,,9,13_primario_val,0.029304467,0.019106057,0.23910204,0.10441036,0.044904087,0.85201037,0.7816411,0.43522877,199_0,0.014732742
primario,397,,9,13_primario_val,0.016985545,0.008278303,0.14301638,0.04414996,0.021420278,0.8905672,0.78768325,0.31031594,200_0,0.0070996135
primario,398,,9,13_primario_val,0.0164282,0.011183455,0.13943736,0.04685308,0.020220304,0.8515019,0.78920037,0.29568815,201_0,0.010303909
primario,399,,9,13_primario_val,0.021183016,0.01383137,0.18694498,0.0709185,0.030490598,0.8622211,0.7964424,0.37054676,202_0,0.012898244
primario,400,,9,13_primario_val,0.022940917,0.013084984,0.22495182,0.09409871,0.036162384,0.8900592,0.81491256,0.43060216,203_0,0.01631589
primario,401,,9,13_primario_val,0.028852262,0.019088263,0.25921363,0.08519384,0.036103927,0.8628233,0.7996829,0.46278706,204_0,0.012827532
primario,402,,9,13_primario_val,0.032962885,0.021406163,0.30911836,0.101642296,0.043409508,0.87047154,0.80728036,0.5196334,205_0,0.013638843
primario,403,,9,13_primario_val,0.032906268,0.02417949,0.27217197,0.11719045,0.051064424,0.8368188,0.78427655,0.46711627,206_0,0.017187024
primario,404,,9,13_primario_val,0.03938403,0.025155665,0.40399662,0.14625022,0.056286886,0.88276577,0.8223466,0.6115913,207_0,0.01961301
primario,406,,9,13_primario_val,0.026103955,0.016021729,0.23906885,0.09337634,0.040161025,0.874384,0.8031174,0.44308683,209_0,0.013998527
primario,407,,9,13_primario_val,0.03452179,0.022855274,0.3534443,0.12838347,0.051137257,0.87852615,0.8220371,0.5658836,210_0,0.019729078
primario,408,,9,13_primario_val,0.048003957,0.033623952,0.49615785,0.14681937,0.066112146,0.8730649,0.82356733,0.6737358,211_0,0.018287033
primario,0,,9,13_primario_val,0.036328774,0.025033323,0.30440795,0.09855535,0.040547315,0.84802556,0.78676337,0.505234,212_0,0.027114287
primario,0,,9,13_primario_val,0.020685503,0.013038103,0.25151756,0.06963904,0.027225962,0.90143394,0.8480142,0.46787855,213_0,0.010733088
primario,0,,9,13_primario_val,0.026716024,0.016691186,0.26963812,0.095513806,0.039179534,0.88341266,0.819702,0.482521,214_0,0.012106522
primario,0,,9,13_primario_val,0.026422404,0.017243097,0.27424794,0.091336235,0.03680326,0.8816904,0.82424337,0.4870646,216_0,0.011927786
primario,0,,9,13_primario_val,0.027835561,0.016276324,0.29752383,0.11082032,0.04205804,0.8962631,0.8288934,0.5183966,217_0,0.018015737
primario,0,,9,13_primario_val,0.0321846,0.01902839,0.34944767,0.1302266,0.04997324,0.89671844,0.83133185,0.57068807,218_0,0.019069623
primario,0,,9,13_primario_val,0.030418744,0.01722124,0.3779163,0.1347604,0.052123144,0.9128342,0.85101086,0.604424,219_0,0.016628105
primario,0,,9,13_primario_val,0.02702469,0.016395915,0.28686178,0.11053089,0.042448368,0.8918681,0.82780594,0.5050668,221_0,0.018534489
primario,0,,9,13_primario_val,0.025659231,0.0152528295,0.29343513,0.09514538,0.035174552,0.9011764,0.8391746,0.51598823,223_0,0.014631035
primario,0,,9,13_primario_val,0.026356254,0.015450817,0.29316843,0.10048992,0.037700117,0.89987135,0.83502835,0.51517004,224_0,0.017242355
primario,0,,9,13_primario_val,0.026609104,0.015764512,0.2805011,0.10240239,0.041728634,0.8935785,0.82671297,0.49870905,225_0,0.015133681
primario,0,,9,13_primario_val,0.03207079,0.01686817,0.36993465,0.134579,0.051056687,0.91278154,0.840446,0.5972012,226_0,0.016569588
primario,0,,9,13_primario_val,0.02345412,0.014372215,0.26928014,0.08735493,0.031484373,0.89866316,0.8397583,0.48792285,227_0,0.011617822
primario,0,,9,13_primario_val,0.029611686,0.01697069,0.35159045,0.1211361,0.043446727,0.90790844,0.8446405,0.57788634,230_0,0.016053764
primario,0,,9,13_primario_val,0.03542581,0.025142381,0.32290524,0.119778514,0.05066575,0.85552335,0.8022733,0.5266736,231_0,0.018548911
primario,0,,9,13_primario_val,0.041102137,0.032121707,0.3571758,0.13781424,0.060536556,0.834976,0.79360074,0.5482767,232_0,0.023114635
primario,0,,9,13_primario_val,0.037728954,0.027270844,0.30895886,0.12975425,0.05594524,0.83778447,0.78234625,0.5052822,233_0,0.02271403
primario,0,,9,13_primario_val,0.035998467,0.024478525,0.3105031,0.11501428,0.048838787,0.85385156,0.79221755,0.5138279,234_0,0.018178163
primario,0,,9,13_primario_val,0.03797588,0.028111355,0.31238675,0.12734681,0.05508948,0.834881,0.7832196,0.5073338,237_0,0.020476816
primario,0,,9,13_primario_val,0.03502347,0.0267384,0.2959962,0.11426478,0.05005814,0.834301,0.7883904,0.49090764,241_0,0.020445608
primario,0,,9,13_primario_val,0.035087064,0.025108842,0.31900752,0.12466624,0.053210255,0.85406774,0.80182093,0.5222598,243_0,0.016154101
primario,0,,9,13_primario_val,0.038629174,0.030081866,0.39346445,0.1440464,0.062087685,0.8579524,0.82119995,0.59019655,244_0,0.020206243
primario,0,,9,13_primario_val,0.038599286,0.028923467,0.35267264,0.14502393,0.06111089,0.848408,0.80269843,0.5508461,245_0,0.019178238
primario,0,,9,13_primario_val,0.03508276,0.024596782,0.32277635,0.1260326,0.05254597,0.8583841,0.80392975,0.5278305,246_0,0.015963016
primario,0,,9,13_primario_val,0.035533205,0.025469065,0.33170342,0.12527063,0.05327135,0.8573851,0.8064833,0.5358916,247_0,0.015148333
primario,0,,9,13_primario_val,0.035536002,0.02468611,0.31996256,0.12476318,0.053934034,0.85674626,0.8000779,0.5243774,249_0,0.016179033
primario,0,,9,13_primario_val,0.034173608,0.023863802,0.28467757,0.1131926,0.05004132,0.8453121,0.7856454,0.48385978,250_0,0.014887267
primario,0,,9,13_primario_val,0.036783475,0.0255391,0.32787755,0.12127284,0.051061165,0.85547316,0.7982594,0.5314024,251_0,0.020547612
primario,0,,9,13_primario_val,0.04111353,0.03438186,0.23813562,0.1234738,0.056993965,0.74767226,0.7055423,0.3956294,252_0,0.03168359
primario,0,,9,13_primario_val,0.035503183,0.025845736,0.36256456,0.12850013,0.05467882,0.8669153,0.82162243,0.5685191,253_0,0.02392085
primario,0,,9,13_primario_val,0.03290034,0.021622637,0.3662947,0.12745096,0.05094932,0.88851935,0.8351666,0.58227056,254_0,0.020500986
primario,0,,9,13_primario_val,0.040348228,0.029999215,0.30236572,0.13105193,0.061912525,0.81948024,0.764537,0.4908301,255_0,0.01980251
primario,0,,9,13_primario_val,0.038865026,0.032209504,0.23715106,0.12791581,0.06465804,0.7608447,0.7183858,0.39956862,257_0,0.020776497
primario,0,,9,13_primario_val,0.035011623,0.026782926,0.26262572,0.115756586,0.052597124,0.81491274,0.76473635,0.44813824,258_0,0.016838128
primario,0,,9,13_primario_val,0.043564834,0.03300247,0.33559337,0.1447329,0.066769406,0.8209287,0.77020234,0.52255183,260_0,0.022905542
primario,0,,9,13_primario_val,0.036742132,0.02829389,0.3163574,0.1268459,0.055948276,0.8358115,0.79188794,0.51156646,263_0,0.02079194
primario,0,,9,13_primario_val,0.040557906,0.028792849,0.3344747,0.12897843,0.056743108,0.8414786,0.78371,0.53114796,264_0,0.025125148
primario,0,,9,13_primario_val,0.034547977,0.025368363,0.26440465,0.112906165,0.04962297,0.82490873,0.7688732,0.4539968,267_0,0.015009028
primario,0,,9,13_primario_val,0.04003881,0.034062028,0.24790451,0.14139889,0.06681145,0.7583967,0.72189796,0.41020134,270_0,0.02421301
primario,0,,9,13_primario_val,0.039236292,0.028451607,0.27887797,0.123208866,0.056348328,0.8148463,0.7533195,0.4652865,271_0,0.022368701
primario,0,,9,13_primario_val,0.04247061,0.032073505,0.30045637,0.1398436,0.06474871,0.807094,0.7523052,0.48355538,272_0,0.02863643
primario,0,,9,13_primario_val,0.03855875,0.028609723,0.27034354,0.1175213,0.053797454,0.8086007,0.7503499,0.45384473,273_0,0.023875663
primario,0,,9,13_primario_val,0.035856076,0.02603696,0.31468746,0.1284971,0.05429122,0.8471671,0.79542583,0.5150032,274_0,0.019658156
primario,0,,9,13_primario_val,0.031150755,0.020634413,0.2756873,0.104715675,0.043531727,0.86072963,0.79695636,0.48043314,276_0,0.017125186
primario,0,,9,13_primario_val,0.030169252,0.023527283,0.24913268,0.103330635,0.047485083,0.827424,0.7839667,0.43797803,277_0,0.015898457
primario,0,,9,13_primario_val,0.03734803,0.026203264,0.32290503,0.12132268,0.0516486,0.8498846,0.7926567,0.5241412,278_0,0.019059429
primario,0,,9,13_primario_val,0.04462667,0.032059103,0.3913631,0.14299664,0.06283639,0.8485715,0.7952857,0.5836507,279_0,0.022577073
primario,0,,9,13_primario_val,0.038202178,0.026410192,0.3395323,0.12900232,0.05437355,0.8556593,0.79772997,0.5423953,281_0,0.019774301
primario,0,,9,13_primario_val,0.035542693,0.027003108,0.25947466,0.11497216,0.050288998,0.811482,0.7590468,0.4433785,282_0,0.017038925
primario,0,,9,13_primario_val,0.035517555,0.025118513,0.29051507,0.11562461,0.050591484,0.84083754,0.7821227,0.48808047,283_0,0.023014873
primario,0,,9,13_primario_val,0.034383617,0.023976065,0.28920686,0.11328641,0.04793298,0.84688777,0.78748685,0.48924562,284_0,0.022243576
primario,0,,9,13_primario_val,0.03076931,0.022971118,0.20698386,0.09705558,0.043637507,0.800212,0.74116594,0.3781317,285_0,0.020057295
primario,0,,9,13_primario_val,0.034857348,0.027802683,0.2589811,0.113874264,0.052812625,0.806107,0.76274484,0.4407407,286_0,0.022205982
primario,0,,9,13_primario_val,0.05177189,0.04135333,0.28504723,0.14682777,0.074290715,0.7466099,0.69258344,0.4423289,288_0,0.031266667
primario,0,,9,13_primario_val,0.034485485,0.025236258,0.29262048,0.11898069,0.052146345,0.8412098,0.7891479,0.49039924,289_0,0.01831963
primario,0,,9,13_primario_val,0.035918105,0.02746365,0.27401718,0.120884806,0.056421462,0.81780833,0.7682219,0.46143374,290_0,0.020743927
primario,0,,9,13_primario_val,0.041392684,0.030575294,0.32546574,0.12523042,0.05495681,0.8282485,0.77433974,0.5167225,294_0,0.019336216
primario,0,,9,13_primario_val,0.039759345,0.029453728,0.33635715,0.12893596,0.058427732,0.83896744,0.78857964,0.531704,296_0,0.019693736
primario,0,,9,13_primario_val,0.037069183,0.02598424,0.29097605,0.119463414,0.052120175,0.83604103,0.7739996,0.48654473,297_0,0.01803266
primario,0,,9,13_primario_val,0.035111934,0.026656339,0.32007268,0.12812003,0.055809744,0.84624106,0.8022891,0.5197938,298_0,0.019151567
primario,0,,9,13_primario_val,0.034260742,0.024248764,0.42601898,0.14114267,0.05492755,0.8922918,0.8511308,0.63419527,299_0,0.022807231
primario,0,,9,13_primario_val,0.034045864,0.023100398,0.31860855,0.118543774,0.049563646,0.8647949,0.80691653,0.52662176,300_0,0.018626867
primario,0,,9,13_primario_val,0.029785054,0.019739896,0.30304232,0.117105305,0.048023794,0.87768906,0.821018,0.5164837,301_0,0.017122433
primario,0,,9,13_primario_val,0.031016806,0.020624008,0.3038987,0.11642611,0.04793227,0.8728964,0.8147783,0.515343,302_0,0.016112894
primario,0,,9,13_primario_val,0.02914637,0.019243704,0.33301303,0.11508033,0.045592282,0.89074045,0.83904123,0.55224437,303_0,0.016472833
primario,0,,9,13_primario_val,0.028980477,0.017348353,0.29836255,0.10670188,0.04217243,0.89009976,0.8229351,0.5167533,304_0,0.017620744
primario,0,,9,13_primario_val,0.03512734,0.02059522,0.32197118,0.12335659,0.050755776,0.87975925,0.8032625,0.5365321,305_0,0.02016081
primario,0,,9,13_primario_val,0.031695507,0.02138211,0.2647096,0.10315601,0.043846276,0.8505227,0.7861339,0.46431124,306_0,0.018162062
primario,0,,9,13_primario_val,0.023515739,0.013873177,0.2409269,0.06588264,0.027649658,0.8911054,0.8221487,0.45121962,307_0,0.010061463
primario,0,,9,13_primario_val,0.026444092,0.017392164,0.2374357,0.07983711,0.033702776,0.86349875,0.79957473,0.43727228,308_0,0.012461733
primario,0,,9,13_primario_val,0.037764776,0.026302109,0.29139897,0.1192757,0.05093109,0.8344223,0.7705411,0.48629665,309_0,0.020883657
primario,0,,9,13_primario_val,0.03502104,0.02170014,0.32972184,0.11540756,0.045677617,0.87650096,0.8079686,0.5426599,310_0,0.01868573
suelo desnudo,,0,11,15_suelo_desnudo_val,0.1153646,0.13193874,0.17405134,0.17957026,0.15291326,0.13762735,0.20277646,0.0783743,355_0,0.07026648
suelo desnudo,,0,11,15_suelo_desnudo_val,0.13277361,0.13952625,0.16489477,0.17495371,0.15904972,0.083333686,0.10790923,0.04730457,356_0,0.10741721
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.11676215,0.13788268,0.15840444,0.2029964,0.18835661,0.069263086,0.15133485,0.038657714,357_0,0.07201414
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.20584565,0.2358063,0.25145173,0.29739344,0.26649514,0.032109126,0.09972958,0.023771035,358_0,0.15973511
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.0959323,0.116152704,0.1412549,0.18427685,0.1616058,0.097519256,0.19108368,0.049713388,359_0,0.05096323
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12321489,0.1519203,0.17812125,0.1937261,0.17272353,0.07938682,0.18220967,0.047348745,361_0,0.07700871
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.15432994,0.19347693,0.21974835,0.22188307,0.19609451,0.063576505,0.17487893,0.043151595,362_0,0.105727635
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12503159,0.15648149,0.18438952,0.19911091,0.17263722,0.081872694,0.19183542,0.049784143,363_0,0.074982665
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.17897873,0.22843456,0.27136618,0.2543683,0.21892238,0.08589746,0.20514822,0.06441026,364_0,0.13211893
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.25655425,0.30306014,0.3632123,0.3990833,0.32360664,0.090281606,0.1720939,0.077364616,366_0,0.19721392
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.20209384,0.2267359,0.24594697,0.29085356,0.26543772,0.040642615,0.09787754,0.029625898,367_0,0.15388513
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.073751606,0.08397605,0.11405742,0.13816886,0.123626225,0.15190043,0.21461064,0.06464168,368_0,0.062338315
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12284413,0.11801002,0.12842166,0.12247061,0.10500072,0.04224961,0.022197746,0.02092283,369_0,0.113010414
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.15263426,0.16771592,0.17550638,0.23677991,0.23258655,0.022698004,0.069702186,0.013858376,370_0,0.12222298
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.15974653,0.16137908,0.16100262,0.16351591,0.14581719,-0.0011677552,0.003916124,-6.866573E-4,371_0,0.13834797
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.2370315,0.24916235,0.25880915,0.20296456,0.19312814,0.018990835,0.04392065,0.0143557675,372_0,0.18887453
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.20594835,0.23470658,0.2857391,0.25213045,0.21648563,0.09805541,0.1622794,0.07501504,375_0,0.17276242
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.14380382,0.15748227,0.21385704,0.26879117,0.23624492,0.15181473,0.19586493,0.097048484,376_0,0.11599763
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.115125485,0.12757654,0.14677067,0.14637053,0.1232723,0.0699629,0.12083104,0.03718124,377_0,0.08918083
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12562744,0.13115062,0.20050158,0.22408374,0.18546693,0.20910749,0.2295844,0.12508406,378_0,0.102721006
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.11497423,0.1318934,0.16775218,0.20415315,0.17953824,0.11967065,0.18667498,0.06726501,379_0,0.09601229
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.13592085,0.1429344,0.19856593,0.2370292,0.21225029,0.16290331,0.18728715,0.0991649,381_0,0.113307655
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.17305616,0.18267877,0.23206247,0.23415494,0.19812848,0.11907111,0.14565195,0.08097979,382_0,0.14795461
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.19256592,0.20545742,0.26333863,0.33709094,0.2886932,0.12346778,0.1552358,0.08961825,383_0,0.15651892
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.095408835,0.0977419,0.1984305,0.26165384,0.20070212,0.33996615,0.3506054,0.18969873,384_0,0.077237666
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.18758854,0.1916159,0.21725444,0.25313333,0.22880572,0.06270582,0.07327755,0.042313874,386_0,0.14158265
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.18760975,0.26222578,0.2970295,0.35558686,0.2675546,0.06223226,0.22577567,0.04928517,387_0,0.10889113
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12738508,0.17334878,0.1847507,0.28908035,0.22697029,0.031840093,0.1837842,0.019931119,388_0,0.07054511
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.11840782,0.16807899,0.18996938,0.31012994,0.23047046,0.06113807,0.23205851,0.03826775,389_0,0.07075582
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.122581586,0.16836986,0.17846234,0.26909944,0.20696026,0.029099034,0.18562326,0.017876886,390_0,0.063517615
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.09829697,0.13572678,0.16470096,0.17574848,0.16802192,0.09644308,0.2524886,0.054297548,391_0,0.06987
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.0703924,0.09323897,0.115653485,0.08836888,0.08595526,0.10730169,0.24327914,0.04742859,392_0,0.051903423
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.094810255,0.13396248,0.16708308,0.15045692,0.14320225,0.110018566,0.27596283,0.06202007,393_0,0.06547912
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.20929712,0.28136525,0.3442415,0.3870062,0.31500727,0.100504436,0.24378493,0.08378982,394_0,0.14081967
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.15589695,0.22518806,0.2709594,0.31908858,0.23884103,0.09225351,0.2695578,0.06892254,395_0,0.08633144
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.15002021,0.18775982,0.21492314,0.29081452,0.26183832,0.067455865,0.17784385,0.04513765,396_0,0.09616885
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12740716,0.16162157,0.19111314,0.17869313,0.15822738,0.08360837,0.20000602,0.051877048,397_0,0.08204043
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.15004969,0.19980022,0.23834991,0.24648854,0.22922157,0.08798283,0.22734377,0.06163676,399_0,0.123358235
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.094466075,0.12407195,0.14730126,0.12333434,0.11973412,0.085599124,0.2185373,0.045171343,400_0,0.06759484
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12188837,0.16096114,0.19191721,0.20791942,0.17798734,0.08772449,0.22315997,0.054444004,401_0,0.07106408
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12324746,0.1653957,0.20488906,0.24349566,0.20321384,0.1066567,0.24880376,0.068069704,402_0,0.07255337
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.100021236,0.13157374,0.21311125,0.19567882,0.16058026,0.23655662,0.3611571,0.14479513,403_0,0.059305172
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.11892874,0.1516797,0.19245918,0.2007684,0.16856855,0.11849718,0.23613775,0.07246347,404_0,0.06964783
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.12367192,0.16365951,0.20737179,0.2460398,0.21715285,0.1178129,0.25283632,0.075276755,405_0,0.07695914
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.097692944,0.11608192,0.13107294,0.10017202,0.086999625,0.060654342,0.14591335,0.030096201,406_0,0.06903893
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.11161613,0.14675193,0.17853975,0.1577037,0.13464813,0.097720996,0.23064715,0.057775624,407_0,0.07517612
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.16616094,0.21316415,0.27239665,0.28747597,0.25530925,0.12198782,0.24223891,0.09015045,408_0,0.10663606
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.17614129,0.21937667,0.26867256,0.32243937,0.27362612,0.10100597,0.20802245,0.074838206,409_0,0.121619634
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.23375402,0.28458753,0.34400737,0.39059213,0.32361996,0.094528034,0.19082852,0.0789741,410_0,0.17755301
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.14620925,0.19196557,0.24338558,0.21437083,0.19122541,0.118111596,0.2494292,0.08246104,411_0,0.10343283
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.0731558,0.10067273,0.12571658,0.10055268,0.09313893,0.11062295,0.26429403,0.051715765,412_0,0.049766507
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.10271709,0.13642165,0.18243726,0.16007449,0.14602049,0.14431338,0.2795685,0.08429219,414_0,0.07074335
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.0940807,0.11715375,0.15098286,0.21893366,0.18776064,0.1261637,0.23219346,0.06606073,415_0,0.06734164
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.14205524,0.1828634,0.21158652,0.19238491,0.19287774,0.07281817,0.19661501,0.048168913,416_0,0.094869316
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.17246638,0.19846492,0.22196738,0.3012329,0.30426437,0.055900723,0.12549889,0.038301244,418_0,0.11393718
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.14310235,0.16524784,0.18036616,0.22602794,0.23115143,0.043743353,0.115200736,0.026817761,419_0,0.101518355
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.11773874,0.11626432,0.12515353,0.2246766,0.23773381,0.036820833,0.030527065,0.017984202,420_0,0.090260565
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.06248745,0.06935405,0.2467477,0.24397248,0.145352,0.5611916,0.59585804,0.3260506,421_0,0.03835726
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.13535905,0.17925562,0.20381641,0.26997688,0.22888534,0.06411534,0.20183466,0.04171935,424_0,0.08333287
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.20785876,0.25861996,0.452153,0.44800708,0.33238864,0.2722853,0.3701362,0.23976383,427_0,0.14194062
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.0987933,0.11203923,0.16534959,0.24128732,0.22528148,0.1921864,0.2519708,0.10286427,428_0,0.07469523
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.120066665,0.13044386,0.20646392,0.25736958,0.23555343,0.22564057,0.2645916,0.13625169,430_0,0.09200914
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.08877956,0.09240308,0.1871794,0.29365474,0.24652945,0.33899236,0.35657418,0.18235978,431_0,0.06897597
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.17937136,0.22722928,0.26717976,0.30039263,0.26085642,0.0808045,0.19663684,0.06026264,433_0,0.12501347
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.20041849,0.2022822,0.20389861,0.23537114,0.21578771,0.003979517,0.008607406,0.0026756306,435_0,0.18827085
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.14146139,0.18505423,0.2089097,0.24452144,0.1906363,0.06055244,0.19250537,0.040027585,436_0,0.086298324
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.1730492,0.17303169,0.19299255,0.21459101,0.19082925,0.05453427,0.05448383,0.03457328,438_0,0.15618184
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.15633339,0.15710765,0.16630669,0.15999158,0.14298537,0.028443508,0.030911542,0.016757732,439_0,0.14295825
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.16428308,0.17085578,0.18598448,0.18322313,0.16362439,0.04239629,0.061956625,0.026484579,440_0,0.14621058
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.1556628,0.162808,0.1896625,0.20013683,0.18743934,0.076189354,0.09845701,0.047252957,442_0,0.13713875
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.26134938,0.2919815,0.2844456,0.31469366,0.2907036,-0.013073422,0.042316683,-0.010501234,443_0,0.2240728
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.10475891,0.1377985,0.18535897,0.24334723,0.20599477,0.14717428,0.27781832,0.086667135,445_0,0.06494615
suelo desnudo altura,,0,11,16_suelo_desnudo_altura_val,0.19080074,0.22397548,0.2559755,0.27775177,0.2563723,0.06667355,0.14587788,0.048982095,446_0,0.13224812
